FID,County,School Name,Address,City,zip,Type,Grades,Format,GlobalID,x,y
1182,Anne Arundel,Solley Elementary School,7608 Solley Road,Glen Burnie,0,Public Elementary,PreK-5,Public,e5549586-800d-41e9-ac72-b72dd72e1cf0,1438556.87454209,549490.511178836
1183,Montgomery,Somerset Elementary School,5811 Warwick Place,Chevy Chase,0,Public Elementary,K-5,Public,1f98b1c1-5a1d-4039-a4b8-84d1785c65ed,1286049.24386242,474255.224313751
1184,Somerset,Somerset Intermediate School,7970 Tawes Campus Drive,Westover,0,Public Middle,6-7,Public,2148e270-f5ba-4aa5-b244-6099a64fcc77,1679780.04038876,160983.567721844
1185,Dorchester,South Dorchester Elementary/Middle School,3485 Golden Hill Road,Church Creek,0,Public PreK-8,PreK-8,Public,7bddaa82-d015-4bcc-8a89-83db600aae3c,1545353.84303434,267005.062371343
1186,Washington,South Hagerstown High School,1101 South Potomac Street,Hagerstown,0,Public High,9-12,Public,1772d9cc-3fd8-4a68-9ea8-1ef7c87a0f5f,1106058.63632467,712372.18574293
1187,Montgomery,South Lake Elementary School,18201 Contour Road,Gaithersburg,0,Public Elementary,HS-5,Public,f3528af8-d5c8-488a-af55-bdefdb622dcf,1256458.93263634,542311.133477256
1188,Allegany,South Penn Elementary School,500 East Second Street,Cumberland,0,Public Elementary,PreK-5,Public,6d321747-0eb5-4026-8487-fa62644f10ea,817569.109302253,721951.296505928
1189,Anne Arundel,South River High School,201 Central Avenue East,Edgewater,0,Public High,9-12,Public,06d5b3c3-fb56-4638-9fa8-aa573ec555cc,1437534.86149426,457414.237654582
1190,Anne Arundel,South Shore Elementary School,1326 Fairfield Loop Road,Crownsville,0,Public Elementary,K-5,Public,dde36667-9d72-4b93-87b9-c2790e320767,1424993.9764711,498746.934844673
1191,Harford,Southampton Middle School,1200 Moores Mill Road,Bel Air,0,Public Middle,6-8,Public,1e7632f7-6f77-4f91-afce-5b18fb8683c6,1501284.8176555,685421.722583592
1192,Baltimore City,Southeast Building Middle School/High School # 255,6820 Fait Avenue,Baltimore,0,Public Alternate,6-12,Public,d61fc448-cf8c-4eb0-9017-c47e54390564,1445039.56400451,589687.698172763
1193,Anne Arundel,Southern High School,4400 Solomons Island Road,Harwood,0,Public High,9-12,Public,50a53d9d-0a9b-4f75-9f34-cb888d635ccc,1420745.37112318,437903.075889587
1194,Garrett,Southern High School,345 Oakland Drive,Oakland,0,Public High,9-12,Public,61badd72-4310-4b08-8e79-606b3d0cd23f,637061.478192255,641621.832821339
1195,Anne Arundel,Southern Middle School,5235 Solomons Island Road,Lothian,0,Public Middle,6-8,Public,628fdf92-81f5-44b8-9037-f117ad4d82b9,1423467.87059942,421604.172135755
1196,Calvert,Southern Middle School,9615 H. G. Trueman Road,Lusby,0,Public Middle,6-8,Public,ecba5156-de23-4e12-b55e-416dd31ece53,1471119.32549317,269982.808384344
1197,Garrett,Southern Middle School,605 Harvey Winters Road,Oakland,0,Public Middle,6-8,Public,fd4bc98b-dc1a-4dea-9249-18d959678154,639395.977788344,646351.476905346
1198,Anne Arundel,Southgate Elementary School,290 Shetlands Lane,Glen Burnie,0,Public Elementary,PreK-5,Public,81a604ec-5f76-4e59-b990-d0387cdfda2d,1421675.50312117,532709.834110335
1199,Baltimore City,Southside Building Middle/High School # 181 (formerly #180 Dr. Arnett J. Brown),2700 Seamon Avenue,Baltimore,0,Public Middle/High,6-12,Public,34ae5508-6a66-495c-b605-7bb05b91a3bc,1419640.76965784,578040.686361834
1200,Baltimore,Southwest Academy,6200 Johnnycake Road,Baltimore,0,Public Middle,6-8,Public,565911d3-c989-4541-a151-a1dc62e19eb7,1386892.10713692,594783.330041841
1201,Baltimore,Sparks Elementary School,601 Belfast Road,Sparks,0,Public Elementary,K-5,Public,2ec92a05-7cff-431d-b9ab-a71162fca3f9,1407586.70912033,683150.192677841
1202,Baltimore,Sparrows Point Middle/High School,7400 North Point Road,Baltimore,0,Public Middle/High,6-8,Public,4e7b0cd1-6ec7-41f1-9e5c-17b4e5d4dfa2,1470406.52212876,573149.188598916
1203,Carroll,Spring Garden Elementary School,700 Boxwood Drive,Hampstead,0,Public Elementary,PreK-5,Public,e73a35c2-a023-4286-ad8a-2b156f6a136e,1357310.06098618,701583.412373006
1204,Frederick,Spring Ridge Elementary School,9051 Ridgefield Drive,Frederick,0,Public Elementary,PreK-5,Public,46028bba-8b9d-47b1-bc39-2e888fa1f39b,1212773.12237035,631269.665205508
1205,St. Mary's,Spring Ridge Middle School,19856 Three Notch Road,Lexington Park,0,Public Middle,6-8,Public,03a3dff5-fa10-4ce9-bc59-b399a70cce60,1484884.15459076,199378.548346415
1206,Montgomery,Springbrook High School,201 Valleybrook Drive,Silver Spring,0,Public High,9-12,Public,fb814dda-d2d2-4630-8d2d-61e5d197cfbd,1310683.75856967,506701.718475759
1207,Washington,Springfield Middle School,334 East Sunset Avenue,Williamsport,0,Public Middle,6-8,Public,452c4a9e-2444-4f55-8ed5-415ea69b90b7,1083540.12689984,702821.711733669
1208,Prince George's,Springhill Lake Elementary School,6060 Springhill Drive,Greenbelt,0,Public Elementary,K-5,Public,446560ca-8717-4c78-88bd-524388d5a7c4,1339948.4867855,487807.075162753
1209,Charles,St. Charles High School,5305 Piney Church Road,Waldorf,0,Public Middle/High,9-12,Public,6526281f-6760-4b83-9d8f-82f902caa781,1338424.03412576,328017.055176511
1210,Howard,St. Johns Lane Elementary School,2960 St Johns Lane,Ellicott City,0,Public Elementary,K-5,Public,91e5d5ef-95a5-432e-9713-efdd7a18f78f,1359416.91011892,591459.242201835
1211,Calvert,St. Leonard Elementary School,5370 St. Leonard Road,St. Leonard,0,Public Elementary,PreK-5,Public,7994e765-5357-4220-91d9-01a43dc203c5,1455629.0608701,290702.702311918
1212,Talbot,St. Michaels Elementary School,100 Seymour Avenue,St Michaels,0,Public Elementary,PreK-5,Public,b4db781f-6b5b-41a5-9301-02313d07bc6a,1535533.32724234,406501.480556428
1213,Talbot,St. Michaels Middle/High School,200 Seymour Avenue,St Michaels,0,Public Middle/High,6-12,Public,ab43c4f7-e2df-4ae4-8543-c60311612a1a,1534898.68513893,406486.496334419
1214,Montgomery,Stedwick Elementary School,10631 Stedwick Road,Gaithersburg,0,Public Elementary,PreK-5,Public,f673bcf9-ca6c-4c84-808f-48a2a130d003,1252532.65997709,549228.135719344
1215,Baltimore,Stemmers Run Middle School,201 Stemmers Run Road,Baltimore,0,Public Middle,6-8,Public,cddaa9c3-a7b0-42b9-aaef-7a34fa0ef67d,1465711.83073075,603231.100219756
1216,Worcester,Stephen Decatur High School,9913 Seahawk Road,Berlin,0,Public High,9-12,Public,eea109ea-a888-4f94-ae69-1a2c34ac16c0,1831376.42157859,250979.275853425
1217,Prince George's,Stephen Decatur Middle School,8200 Pinewood Drive,Clinton,0,Public Middle,6-8,Public,b746732d-c284-457f-86c7-acd57597a1b8,1338624.15052342,404279.531916335
1218,Worcester,Stephen Decatur Middle School,9815 Seahawk Road,Berlin,0,Public Middle,7-8,Public,3f91e71d-7826-42d5-90de-f0821d6d0b45,1831570.45498317,249556.194053918
1219,Montgomery,Stephen Knolls Special Education School,10731 St. Margarets Way,Kensington,0,Public Special Education,N/A,Public,a214a4e7-37b4-46ae-9903-34ae6c1d901f,1297635.15933885,497931.818036586
1220,Baltimore City,Steuart Hill Elementary School # 004,30 South Gilmor Street,Baltimore,0,Public Elementary,PreK-5,Public,4d94949e-33c3-4e2a-b64b-592db38fbfeb,1413476.04937576,590353.095135927
1221,Howard,Stevens Forest Elementary School,6045 Stevens Forest Road,Columbia,0,Public Elementary,PreK-5,Public,efde867a-94c9-47bc-b738-561d2224a0c6,1356244.40826184,560205.085878253
1222,Queen Anne's,Stevensville Middle School,610 Main Street,Stevensville,0,Public Middle,6-8,Public,41ba672e-2a5b-4453-8386-17ddb9a7cb69,1508859.81989393,478166.142016843
1223,Montgomery,Stone Mill Elementary School,14323 Stone Bridge View Drive,Gaithersburg,0,Public Elementary,K-5,Public,7a551159-6e50-4582-a328-055aa4440e60,1251432.22517009,519016.181379586
1224,Montgomery,Stonegate Elementary School,14811 Notley Road,Silver Spring,0,Public Elementary,K-5,Public,645d2ce8-043d-42b9-a35c-945da750160b,1307735.24445359,521639.086566836
1225,Baltimore,Stoneleigh Elementary School,900 Pemberton Road,Baltimore,0,Public Elementary,K-5,Public,fd76acb5-5314-4f81-a915-ab9ebbe31d3f,1425875.74701726,625001.037650928
1226,Montgomery,Strathmore Elementary School,3200 Beaverwood Lane,Silver Spring,0,Public Elementary,3-5,Public,b6391d80-1182-4108-a979-b07d8a478343,1293735.65171793,516642.144461006
1227,Montgomery,Strawberry Knoll Elementary School,18820 Strawberry Knoll Road,Gaithersburg,0,Public Elementary,HS-5,Public,7cd50228-75be-4465-8c00-f76f4c3478a2,1260224.66099726,545429.141676918
1228,Anne Arundel,Studio 39 School,291 Locust Avenue,Annapolis,0,Public Middle/High,2-12,Public,51f45918-e551-4ddf-9d03-f8e1427adacb,1450623.21458259,479023.525472671
1229,Baltimore,Sudbrook Magnet Middle School,4300 Bedford Road,Baltimore,0,Public Middle,6-8,Public,7195dd1d-abee-47eb-acb9-42e89c37db14,1389668.9427906,616410.082391918
1230,Queen Anne's,Sudlersville Elementary School,300 South Church Street,Sudlersville,0,Public Elementary,PreK-4,Public,579fc1fd-9fd1-4a59-9298-d967568bb81d,1635773.52144659,554477.243003249
1231,Prince George's,Suitland Elementary School,4650 Homer Avenue,Suitland,0,Public Elementary,PreK-6,Public,a9ba2dec-8863-4fa2-b755-cb3b1a8b9139,1333038.15611801,431856.67394042
1232,Prince George's,Suitland High School,5200 Silver Hill Road,Forestville,0,Public High,9-12,Public,c54ac3b6-a54b-4c3b-9b48-2a3f46cd9469,1335761.38393925,432245.634448588
1233,Prince George's,Suitland High School Annex,5200 Silver Hill Road,Forestville,0,Public High,9-12,Public,91922fcf-0f7d-4224-8350-3c80dea50e0a,1335761.38393925,432245.634448588
1234,Montgomery,Summit Hall Elementary School,101 West Deer Park Road,Gaithersburg,0,Public Elementary,HS-5,Public,3040cb2b-9539-43ab-a7b0-222f6725cec7,1256725.90191868,531845.10913375
1235,Baltimore,Summit Park Elementary School,6920 Diana Road,Baltimore,0,Public Elementary,K-5,Public,ceb1f8a9-e9d6-426a-8336-be9ee804a443,1402895.32644276,624667.811611339
1236,Calvert,Sunderland Elementary School,150 Clyde Jones Road,Sunderland,0,Public Elementary,K-5,Public,9ea3dc77-770d-4f3c-af46-1709ee3dc366,1425727.06391567,365679.917186588
1237,Anne Arundel,Sunset Elementary School,8572 Fort Smallwood Road,Pasadena,0,Public Elementary,PreK-5,Public,def41515-9d75-4385-a348-ce76d6f59e24,1447493.27891333,542009.129816175
1238,Prince George's,Surrattsville High School,6101 Garden Drive,Clinton,0,Public High,9-12,Public,735fbcef-fb10-473b-ab00-0c3223492a4e,1340443.60817058,399097.262097165
1239,Baltimore,Sussex Elementary School,515 South Woodward Drive,Baltimore,0,Public Elementary,PreK-5,Public,f3667f14-179c-4304-83a4-25939c72c7a0,1462289.49702425,596558.350113839
1240,Garrett,Swan Meadow Elementary School,6709 Garrett Highway,Oakland,0,Public Elementary/Middle,1-8,Public,75cf9143-40de-427b-9eb7-2fbc2ed8aafb,624144.471874088,622047.399857417
1241,Howard,Swansfield Elementary School,5610 Cedar Lane,Columbia,0,Public Elementary,PreK-5,Public,98013568-43a4-49ff-afed-6cd7f84325a2,1343862.96977018,564524.811490759
1242,Carroll,Sykesville Middle School,7301 Springfield Avenue,Sykesville,0,Public Middle,6-8,Public,4468b467-b346-4803-b0ee-421df0b13b6a,1321955.27145967,621496.236917749
1243,Charles,T.C. Martin Elementary School,6315 Olivers Shop Road,Bryantown,0,Public Elementary,PreK-5,Public,2d28743c-37fc-42cd-9f96-43b61d4ae40a,1357287.03314508,317869.164711177
1244,Montgomery,Takoma Park Elementary School,7511 Holly Avenue,Takoma Park,0,Public Elementary,PreK-2,Public,7129212e-7fff-4e5f-b9fc-031fcab83c50,1308845.38987109,479219.797717929
1245,Montgomery,Takoma Park Middle School,7611 Piney Branch Road,Silver Spring,0,Public Middle,6-8,Public,89a40310-7a56-4f4e-8ad4-d8617d0bc86c,1308606.08162268,480630.101327762
1246,Howard,Talbott Springs Elementary School,9550 Basket Ring Road,Columbia,0,Public Elementary,PreK-5,Public,40a73841-2399-42ec-9ae8-d51e9f452227,1356653.26046251,563231.825559676
1247,Prince George's,Tall Oaks High School,2112 Church Road,Bowie,0,Public High,11-12,Public,093b399d-9db3-4e95-ae3d-ed8ab63b9866,1381027.38986376,456325.151906252
1248,Carroll,Taneytown Elementary School,100 Kings Drive,Taneytown,0,Public Elementary,PreK-5,Public,21c13990-9b8f-405e-b76b-9c01d12b65ca,1264149.95465584,723369.099444583
1249,Prince George's,Tanglewood Regional School,8333 Woodyard Road,Clinton,0,Public Special Education,K-8,Public,d51cdb48-3eaf-4ceb-a107-0656c4d7b0bb,1349180.20847951,403880.695115596
1250,Prince George's,Tayac Elementary School,8600 Allentown Road,Fort Washington,0,Public Elementary,PreK-5,Public,c9fd3a21-9e1b-4a4b-b603-cdbe4315adf0,1326311.72961026,402233.202347592
1251,Prince George's,Templeton Elementary School,6001 Carters Lane,Riverdale,0,Public Elementary,PreK-5,Public,a15a7371-686b-4c8b-a048-6e332656dedc,1336645.2217385,468311.5698625
1252,Baltimore City,Tench Tilghman Elementary/Middle School # 013,600 North Patterson Park Avenue,Baltimore,0,Public PreK-8,PreK-8,Public,666c3279-a1cc-4c09-bb5d-3482b9b81dc6,1429711.89026359,594305.653175667
1253,Baltimore City,The Historic Samuel Coleridge-Taylor Elementary School # 122,507 West Preston Street,Baltimore,0,Public Elementary,PreK-5,Public,5234e0cc-5122-4d89-a2e7-68a5e356c458,1418179.29620284,594631.210923508
1254,Baltimore City,The Mt. Washington School #221,1801 Sulgrave Avenue,Baltimore,0,Public Elementary/Middle,K-8,Public,3359439f-1b0e-4ded-9556-9d4ce0835a4e,1409892.85673901,619001.324912846
1255,Charles,Theodore G. Davis Middle School,2495 Davis Road,Waldorf,0,Public Middle,6-8,Public,5ccfc05e-1004-4a41-b86e-3a4e51a76309,1318426.43402918,355920.70999901
1256,Baltimore City,Thomas G. Hayes Building #102,601 North Central Avenue,Baltimore,0,Public Middle,6-8,Public,c443c27c-52b2-498c-8cdf-3f96676b7123,1425625.34823984,593965.234565169
1257,Prince George's,Thomas G. Pullen Creative and Performing Arts Academy,700 Brightseat Road,Landover,0,Public Elementary/Middle,K-8,Public,0b559240-c4b5-4a82-94b6-486c1654f8f3,1353707.74765275,449348.259692088
1258,Baltimore City,Thomas Jefferson Elementary/Middle School # 232,605 Dryden Drive,Baltimore,0,Public PreK-8,PreK-8,Public,011c0bff-3e4f-43bf-b54a-763e4187395d,1397761.86131601,593286.406854585
1259,Prince George's,Thomas Johnson Middle School,5401 Barker Place,Lanham,0,Public Middle,6-8,Public,40ef95aa-2fb1-4a6e-b833-5cb843858230,1357462.63778076,471235.972150177
1260,Baltimore City,Thomas Johnson Elementary/Middle School # 084,100 East Heath Street,Baltimore,0,Public PreK-8,PreK-8,Public,865ac8bc-1514-4cbf-a933-10e9a9c0bd0d,1422412.6761875,584458.256860003
1261,Prince George's,Thomas S. Stone Elementary School,4500 34th Street,Mount Rainier,0,Public Elementary,PreK-5,Public,dd617524-346b-4714-ba2b-543c7a7ae53c,1322929.63663693,465895.868000999
1262,Charles,Thomas Stone High School,3785 Leonardtown Road,Waldorf,0,Public High,9-12,Public,40b3e624-bc28-446f-9a93-e51b2e22952a,1344808.59189467,345227.322265089
1263,Howard,Thomas Viaduct Middle School,7000 Banbury Drive,Hanover,0,Public Middle,6-8,Public,61e72f73-748b-4eaa-9f21-9b361e24e271,1387391.71276501,553119.940271676
1264,Cecil,Thomson Estates Elementary School,203 East Thomson Drive,Elkton,0,Public Elementary,PreK-5,Public,e31b72d1-46a6-46e5-bf81-fb0430f2c564,1650626.24830276,708233.369873583
1265,Howard,Thunder Hill Elementary School,9357 Mellenbrook Road,Columbia,0,Public Elementary,K-5,Public,31c293be-0800-41fc-ad6b-860796868aa9,1359206.76158909,569006.375362262
1266,Baltimore City,Thurgood Marshall Middle/High School Building #170 (formerly #77 Herring Run Jr,5001 Sinclair Lane,Baltimore,0,Public Middle/High,6-12,Public,5d319541-d53d-446d-97e1-980e2b8aba5e,1440935.92293359,602771.119184345
1267,Prince George's,Thurgood Marshall Middle School,4909 Brinkley Road,Temple Hills,0,Public Middle,6-8,Public,d9517854-6400-4d72-8a23-73f130599fe5,1334466.48167342,413339.268718094
1268,Frederick,Thurmont Elementary School,805 East Main Street,Thurmont,0,Public Elementary,3-5,Public,93c7b3d2-05b9-4357-aa23-1c2f046403cf,1200540.34106167,710610.323124915
1269,Frederick,Thurmont Middle School,408 East Main Street,Thurmont,0,Public Middle,6-8,Public,f7521e5d-ba6d-47b1-ba70-529d486b899b,1198324.36353825,711748.758184001
1270,Frederick,Thurmont Primary,7989 Rocky Ridge Road,Thurmont,0,Public Elementary,PreK-2,Public,3f67e0b4-327f-400f-a5c1-677473ad55fe,1202272.799539,709491.105875179
1271,Montgomery,Tilden Center School,6300 Tilden Lane,Rockville,0,Public Alternate,N/A,Public,23c74588-87ff-4bad-9d2b-e9895e0306b5,1274934.85533009,500798.9418955
1272,Montgomery,Tilden Middle School,11211 Old Georgetown Road,Rockville,0,Public Middle,6-8,Public,7d45f16f-98b2-4f78-afbb-58d8b9e2439e,1277662.09823518,499550.349576429
1273,Talbot,Tilghman Elementary School,21374 Foster Avenue,Tilghman,0,Public Elementary,K-5,Public,267e0e6b-d6e8-47bf-87b2-ac97e40d5e7c,1500798.81370626,382150.147369429
1274,Baltimore,Timber Grove Elementary School,701 Academy Avenue,Owings Mills,0,Public Elementary,PreK-5,Public,edd90684-a24c-4981-8001-67cdd31d5f22,1370837.16352509,647443.752607927
1275,Baltimore,Timonium Elementary School,2001 Eastridge Road,Timonium,0,Public Elementary,K-5,Public,74f64e6b-5088-4253-9e87-3739550429e4,1421852.09003834,645512.798464596
1276,St. Mary's,Town Creek Elementary School,45805 Dent Drive,Lexington Park,0,Public Elementary,K-5,Public,04ce8bbd-7aa4-411d-acac-ba6b8baf9fb8,1458423.65108143,232172.592338249
1277,Baltimore,Towson High School,69 Cedar Avenue,Towson,0,Public High,9-12,Public,4b6fbc06-374a-4740-b400-015d61f50524,1425226.80605793,628120.168879837
1278,Anne Arundel,Tracey's Elementary School,20 Deale Road,Tracey'S Landing,0,Public Elementary,K-5,Public,eb3ebdcf-e7be-455b-a2cf-c0716de74e43,1428462.26645051,405980.465522334
1279,Washington,Transportable - Relocate,17525 Shepherdstown Pike,Sharpsburg,0,Public Elementary,N/A,Public,92ed5f62-9e13-47ef-a065-e4dd5943062a,1098359.14450584,652327.071909502
1280,Montgomery,Travilah Elementary School,13801 Dufief Mill Road,Gaithersburg,0,Public Elementary,K-5,Public,e49f75fb-3a01-464b-a9a2-5b7973911483,1241751.75470167,515765.207894668
1281,Howard,Triadelphia Ridge Elementary School,13400 Tridelphia Road,Ellicott City,0,Public Elementary,K-5,Public,8a73857c-6f3c-4252-b1d3-d6acb82a91a8,1318098.30148333,582586.574251667
1282,Frederick,Tuscarora Elementary School,6321 Lambert Drive,Frederick,0,Public Elementary,K-5,Public,525907ee-7f33-4851-b507-1110c080c941,1186891.06914768,620715.710263595
1283,Frederick,Tuscarora High School,5312 Ballenger Creek Pike,Frederick,0,Public High,9-12,Public,afb72d4d-12b7-4a8c-9382-ec927efca3c0,1186276.45325093,623549.839109749
1284,Frederick,Twin Ridge Elementary School,1106 Leafy Hollow Circle,Mt Airy,0,Public Elementary,PreK-5,Public,0040f8e2-bbed-4622-9105-d1b1dedbae30,1262596.91576718,620540.305758759
1285,Montgomery,Twinbrook Elementary School,5911 Ridgeway Avenue,Rockville,0,Public Elementary,HS-5,Public,0b0c5b19-8ad6-482b-8929-383585285806,1278299.20719717,510545.736378253
1286,Anne Arundel,Tyler Heights Elementary School,200 Janwall Street,Annapolis,0,Public Elementary,PreK-5,Public,57ffdbac-cd85-4aaf-89b1-04e9115fcee0,1454668.94763283,469853.561857253
1287,Prince George's,University Park Elementary School,4315 Underwood Street,Hyattsville,0,Public Elementary,PreK-6,Public,2c4018ae-9e79-484b-bdc5-10c24e988f8b,1328485.60387142,474790.875473425
1288,Frederick,Urbana Elementary School,3554 Urbana Pike,Frederick,0,Public Elementary,PreK-5,Public,c67d0612-39b9-445a-9dc4-0515cf2b307e,1211500.49466626,604823.75123392
1289,Frederick,Urbana High School,3471 Campus Drive,Ijamsville,0,Public High,9-12,Public,50480263-ac5f-4003-afc3-54edde758b3d,1216266.43067242,604725.251102835
1290,Frederick,Urbana Middle School,3511 Pontius Court,Ijamsville,0,Public Middle,6-8,Public,a531e181-cc1d-43bc-9321-be0489fb670b,1217147.87608801,605721.470238999
